id,url,freq,review,name,latitude,longitude
18233595,https://www.zomato.com/ncr/vaango-express-dlf-cyber-city-gurgaon,1,"Situated in the cyber city food court on first floor, it's a highly economical joint. The samosa was really crispy and the vala pav spicy as per my liking.. the mirch pakoda was good too. A nice place for Indian snacks at an unbelievable pricing.",Vaango! Express,28.4962783124,77.0893820375
2586,https://www.zomato.com/ncr/chic-fish-malviya-nagar-new-delhi,1,Another jewel of malviya nagar that commenced decades back. A simple menu with less vegetarian varieties but evrything amazing. Their butter paneer is probably the best.. the gravy so rich and buttery. Really love their dal makhni too. But above all is their butter naan..the layery naan's are the softest and incomparable. Snacks and Chinese items are good too. The quantities are just right. Dining option here won't really be a great idea though as the ambience is below average and not very trained staff.. but home delivery from here would surely make your day.,Chic Fish,28.5384282044,77.2144326568
308322,https://www.zomato.com/HauzKhasSocial,1,Certainly one of the best places to be in hkv. But Contrary to the hype I dint relish it much. Seating obviously an issue anytime of the day. Found the first floor sitting area little dingy and the atmosphere looked chaotic. The club sandwich on the stack looked appetizing but wasn't upto the mark..also the honey chilli tasted okayish. Only the strawberry cheesecake and Ferrero rocher shake were nice but no exceptional. So it's all about chilling with friends rather than expecting some great food.,Hauz Khas Social,28.5541162468,77.1946449950
4751,https://www.zomato.com/ncr/chilis-grill-bar-vasant-kunj-new-delhi,1,Chili's is a gem of a place❤ From food to service to ambience everything is topnotch. The menu is grand and makes u go tizzy in ur selection bcz each dish is simply mind blowing. I wasn't a very Mexican person but this place made me go head over heels for the cuisine. Tex mex now means chili's to me. The classic nachos one must not dare to miss. Beautiful presentstion with Crispiness and cheesiness at it peak. Parmesan crusted cottage cheese quesadilla was another commendable dish. The tortillas so crunchy packed with a yummy filling. The sour cream and side salad compliment evrything so well. The molten chocolate cake completey lives up to its name and glides into streams of ice cream...read more,Chili's Grill & Bar,28.5408749117,77.1548959985
300658,https://www.zomato.com/ncr/hira-sweets-connaught-place-new-delhi,1,Hira is not just a sweet shop but identical to haldirams in terms of the food and with an even expansive and better variety u might not come across there. All their sweets and especially ghevar are phenomenal. Love their tandoori platter and chat items. Some of the snacks such as pizza dhokla and stuffed pizza are highly innovative for the price they offer. The choco lava cake was as good as Domino's at half the amount. Sweet lassi was average..cud have been better.. also it is the cheapest place iv come across in years. Six items for a bill of rs. 250 inclusive of vat. What can be better when u don't wish to really spend on food and still cheer ur belly.,Hira Sweets,28.6353840582,77.2199516371
310143,https://www.zomato.com/NaturalsCP,1,An ice cream lover can't just afford to miss this place nor any best ice cream listing can dare to exclude it. It's a spacious oulet with a cute colourful seating. The pricing doesn't refrain you from saying ok one more and one last more. What can be better when u get the overrated magnum of kwality walls too starting from rs. 90 with nearly all the variants tasting the same :/ Also the scoop size is perfect in comparison to that of Baskin Robbins minute sized scoop. The texture of the ice creams here is so fresh and incomparable. The waffle cone is the best I have ever had. Alphanso mango is the essence of real mango in its true sense. Tender coconut and sitafal are mildly flavoured and...read more,Naturals Ice Cream,28.6344491660,77.2220343724
7496,https://www.zomato.com/ncr/melange-the-pllazio-hotel-sector-29-gurgaon,1,"It's a great place to stay so as it is to eat. Beautiful ambience and remarkable service. The live songs add to the dining experience. Our order comprised of Hakka noodles, Thai green curry, pesto pasta and veg thali. The noodles and thai curry were a stand out. Very light and spot on flavours. The pesto pasta was delicious and creamy. The Indian food wasnt very impressive in terms of taste though but had a good variety in the thali. Their breakfast buffet was outstanding with a special mention for the pesto potatoe wedges, smoothies and the bakery section. Would certainly love to come back.",Melange - The Pllazio Hotel,28.4652743935,77.0641521737
306124,https://www.zomato.com/ncr/panchavati-gaurav-dlf-cyber-city-gurgaon,1,"The place is about the usual unlimited rajasthani thali concept at a highly economical pricing. The warm service is appreciable and the waiters are easy on the generous servings throughout your meal. The variety on the plate is tempting. The snacks including dhoklas, samosas, pakoras are good too but as u progress into the thali it doesn't really charm you much. The flavours are homely and very simple in contrast to a place lyk cyber city. The preparations no doubt comprise of minimal calories though and the quantities too are satisfying, so this place can be given a try for some pocket friendly thali mood.",Panchavati Gaurav,28.4959866017,77.0888740942
4825,https://www.zomato.com/QDsHudsonLane,1,"This place is all about the tandoori momos. It surely has a hand in contributing this dish in the menus of several joints. Enormously stuffed huge dumplings grilled to a sizzling perfection and packed with spice, surely deserve a 5. But the rest of the dishes dint really leave any impact as the momos. Honey chilli potatoe were a little too sweet, spring rolls and chilli paneer dint seem to be their specialities. Also the choupsey turned to be a spoiler and was a regretful choice. Haven't tried the Indian here though. But momos are what always make me yearn for QD's.",QD's Restaurant,28.6951327719,77.2042801604
18237356,https://www.zomato.com/ncr/burger-singh-big-punjabi-burgers-connaught-place-new-delhi,1,A very unique concept of an Indianised burger joint and a fascinating name. Discovered this place on zomato and decided to give it a try. Such a cute coloured ambience and funny saucy frames. The item names and the catchy lines on the menu are hilarious. The burgers came in huge boxes that beautifully unfolded. Really Loved the packaging. Nani'a rajma burger was fabulous. It's a bang of flavours in the crunchiest manner. Now that's what u call a burger with a perfect patty. The caramelised onions added to the joy instead of raw one's the regular joints have accustomed us with. Tibetan van paneer burger was again very interesting with a spicy twist and mushy paneer. The Moroccan fries are...read more,Burger Singh - Big Punjabi Burgers,28.6342808434,77.2175510600
308022,https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city-gurgaon,1,"This place had been fascinating me since long..on my visit to cybercity this time I dint want to miss it again, but being jam packed on the weekend my hungry companions seemed unwilling to que up and we had to search up for something else. I still dint give up and with a partially empty stomach decided to give it a try that very day which is the reason I could hardly try out anything and experience the essence of the place though. Coming straight to the point now....the dim wooden ambience looked beautiful. Limited but interesting menu. The staff was extremely courteous. The complementary mishti doi shots were commendable and literally got dissolved in the mouth. Then came the palak...read more",Farzi Cafe,28.4951550747,77.0888771117
4830,https://www.zomato.com/ncr/bercos-saket-new-delhi,1,"Have been visiting berco's since quite a few years now and have nearly tried everything on their menu. Great Chinese flavours and good quantities. Some of my personal favourites here are manchow soup, wantons, manchurian, chilly garlic noodles, corn fried rice, stir fried Asian greens and death by chocolate. The hunt for some good choupseys ends at this place. The dimsums and spring rolls i feel are avoidable and also crispy chilli potatoe which I find dry and oversweet out here these days. Also, Over the months I found the food quality of this outlet a bit deteriorating which was quite upsetting. Hopefully it gets better soon..but otherwise the service is exceptional and the most...read more",Berco's,28.5294449701,77.2200535610
18082197,https://www.zomato.com/ncr/wow-momo-kamla-nagar-new-delhi,1,"This is a little outlet situated in the centre of bunglow road with a seating to accommodate barely 10 people. As we reached here, before we could make our way to the seating on the inside, we were first asked to place the order which was kinda weird. Also they seemed to be short of staff. We ordered schezwan panfried corn cheese momos, moburger and chocolate fried momo. The momos were really good having a nice cheesy filling. But the only thing I felt about the panfried concept was that they wrn't really tossed in schezwan and panfried....they more of seemed to be drenched into the sauce lyk a gravy poured over making it extra spicy after a point. I personally felt that the excess...read more",WOW! Momo,28.6823477652,77.2061607242
305525,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,1,"The buzz about the place was making me want to try it at the earliest. Passing by pragati maidan I dint want to miss the opportunity. Unfortunately I had to make up somwhere else so decided to do a take away. The packaging was perfect which can be inferred from the garnished dip they separately packed along. I had ordered palak patta chaat, beetroot tikki, corn pattice and I must say the food was fabulous. Worth the buzz and spot on flavours. The fried spinach leaves were so crunchy and the chat could easily beat even the most famous of street food joints. The beetroot tikki was soft on the inside and went just perfect with that dip. I seriously wanted more of it. The corn pattice had a...read more",Cafe Lota,28.6134290000,77.2424710000
312123,https://www.zomato.com/ncr/taco-bell-vasant-kunj-new-delhi,1,A spacious joint situated in the food court of ambience mall. Quite liked their row like seating. I had ordered vegetable quesadillaa and I must say they were amazing. By far the best quesedillas iv had. But i found its packaging a little wierd :D The cheesy filling was so good. The potatoe shots topped with japepeno sauce were a nice munchy appetiser. The classic burritos din't really impress me though and the tangy rice within seemed a little out of place. But this place is surely value for money with a decent pricing and would recommend trying it out once for some good mexican food in Delhi. Hoping they open some more outlets in the coming time.,Taco Bell,28.5416074108,77.1552701667
304262,https://www.zomato.com/ncr/ricos-delhi-university-gtb-nagar-new-delhi,1,"The high ratings and reviews about the place made me choose it over other joints in the area. The place was full at 1 in the afternoon and we patiently waited. Though not a very spacious seating but the interiors are adorable, especially the book rack in the corner. The staff seemed a little hassled attending the customers but somehow managed it well. Coming to the food... the peanut butter and nutella shake was out of the world. It was thick and rich in taste. The vegetarian peri peri pizza was great with a crisp thin crust but was extra spicy. The fries, potatoe wedges and cheese popper platter had a huge quantity and was nice n simple. The creme sauce pasta was an average white pasta...read more",Ricos,28.6942092943,77.2041044757
